Title,Year
behind the beautiful forevers,2012.0
jackson pollock,1989.0
washington,2010.0
a prince of our disorder,1976.0
a history of the united states,1926.0
american lion,2009.0
"old northwest, pioneer period 1815-1840",1951.0
five days at memorial,2013.0
banks and politics in america,1957.0
gotham,1998.0
"benjamin franklin, self-revealed",1917.0
art and life in america,1950.0
social transformation of american medicine,1982.0
"time, love, memory",1999.0
admiral of the ocean sea,1942.0
american prometheus,2005.0
pope and mussolini,2014.0
harriet beecher stowe,1994.0
toms river,2013.0
autobiography of william allen white,1946.0
dred scott case,1979.0
life and times of cotton mather,1984.0
life of the mind in america,1965.0
on human nature,1979.0
great river,1955.0
americanization of edward bok,1921.0
internal enemy,2013.0
reformation,2003.0
broken cord,1988.0
from immigrant to inventor,1924.0
unwinding,2013.0
from beirut to jerusalem,1995.0
americans,1973.0
problem of slavery in western culture,1966.0
lords of finance,2009.0
william cooper's town,1995.0
exploration and empire,1966.0
disruption of american democracy,1948.0
george washington,1957.0
mistress to an age,1958.0
war without mercy,1986.0
wandering through winter,1965.0
dead hand,2009.0
thought and character of william james,1935.0
"washington, village and capital, 1800-1878",1963.0
personal history,1997.0
hamilton fish,1937.0
ashes to ashes,1996.0
just kids,2010.0
rousseau and revolution,1967.0
people of paradox,1973.0
uprooted,1952.0
soul of a new machine,1981.0
race beat,2006.0
an army at dawn,2002.0
margaret fuller,2013.0
so human an animal,1969.0
waiting for snow in havana,2003.0
been in the storm so long,1979.0
worst hard time,2005.0
grundrisse,1858.0
bearing the cross,1986.0
denial of death,1973.0
gandhi's truth,1969.0
god,1995.0
age of ambition,2014.0
days of sorrow and pain,1978.0
legacy of ashes,2007.0
black count,2012.0
man and his symbols,1964.0
booker t. washington,1983.0
a problem from hell,2002.0
"launching of modern american science, 1846-1876",1987.0
dragons of eden,1977.0
radicalism of the american revolution,1992.0
metaphysical club,2001.0
lindbergh,1989.0
locking up our own,2017.0
beak of the finch,1994.0
rough crossings,2005.0
"o'neill, son and artist",1974.0
gulag,2003.0
malcolm x,2011.0
embers of war,2012.0
fin-de-siècle vienna,1980.0
fiery trial,2010.0
young men and fire,1993.0
organization and administration of the union army,1928.0
annals of the former world,1998.0
founding brothers,2000.0
postwar,2005.0
bad blood,2001.0
no logo,2000.0
chronicles,2004.0
world as will and idea,1818.0
age of reason,1794.0
a testament of hope,1986.0
meditations on first philosophy,1641.0
scepticism and animal faith,1923.0
sickness unto death,1849.0
atlas,1585.0
biographia literaria,1817.0
canon of medicine,1025.0
kama sutra,200.0
essays of henry david thoreau,1862.0
catiline orations,-63.0
consolation of philosophy,524.0
secondhand time,2013.0
sapiens,2011.0
capital in the twenty-first century,2013.0
a death in the family,2009.0
into thin air,1997.0
hope in the dark,2004.0
why be happy when you could be normal?,2011.0
women and power,2017.0
underland,2019.0
this house of grief,2014.0
seven brief lessons on physics,2014.0
age of surveillance capitalism,2019.0
nothing to envy,2009.0
"thinking, fast and slow",2011.0
one writer's beginnings,1983.0
spirit level,2009.0
9/11 commission report,2004.0
travels in the interior districts of africa,1795.0
cost of living,
adults in the room,2017.0
rest is noise,2007.0
i feel bad about my neck,2006.0
guerrilla warfare,1961.0
theory of economic development,1911.0
clash of civilizations,1996.0
crusade and jihad,2001.0
story of art,1950.0
songlines,1987.0
other education,2001.0
an inconvenient truth,2006.0
german history 1800–1918,1983.0
desert flower,1998.0
meaning of hitler,1978.0
a short history of nearly everything,2003.0
a childhood,1978.0
pictures at a revolution,2008.0
fast food nation,2001.0
road to oxiana,1937.0
down and out in paris and london,1933.0
rising tide,1997.0
untold stories,2005.0
american way of death,1963.0
beyond freedom and dignity,1971.0
cybernetics,1950.0
syntactic structures,1957.0
i and thou,1923.0
reflections on the revolution in france,1790.0
a treatise of human nature,1739.0
an essay on the principle of population,1798.0
journals,1814.0
"wind, sand and stars",1940.0
exploration of the colorado river,1875.0
arabian sands,1959.0
annapurna,1951.0
payback,2008.0
travels,1298.0
farthest north,1898.0
two years before the mast,1840.0
mind of the south,1929.0
south,1919.0
a short walk in the hindu kush,1958.0
kon-tiki,1951.0
travels in west africa,1897.0
journals,1779.0
home of the blizzard,1912.0
sailing alone around the world,1899.0
a wilderness narrative,1970.0
mountain of my fear,1968.0
naked,1997.0
first footsteps in east africa,1856.0
perfect storm,1997.0
survival in auschwitz,1946.0
blankets,2003.0
oregon trail,1847.0
through the dark continent,1878.0
a lady's life in the rocky mountains,1879.0
in the land of white death,1917.0
seabiscuit,2001.0
endurance,1931.0
scrambles amongst the alps,1871.0
scott's last expedition,1913.0
everest,1965.0
journey without maps,1936.0
killers of the dream,1949.0
starlight and storm,1954.0
my first summer in the sierra,1911.0
borrowed time,1988.0
my life as an explorer,1925.0
praying for sheetrock,1991.0
in trouble again,1988.0
man who walked through time,1968.0
k2 savage mountain,1954.0
gipsy moth circles the world,1967.0
man-eaters of kumaon,1944.0
alone,1938.0
stranger in the forest,1988.0
travels in arabia deserta,1888.0
royal road to romance,1925.0
long walk,1956.0
mountaineering in the sierra nevada,1872.0
north toward home,1967.0
imperial life in the emerald city,2006.0
glass castle,2005.0
my journey to lhasa,1927.0
journal of the discovery of the source of the nile,1863.0
running the amazon,1989.0
alive,1974.0
principal navigations,1582.0
moondust,2005.0
incidents of travel in yucatan,1843.0
collapse,2005.0
shipwreck of the whaleship essex,1821.0
mystery and manners,1969.0
blank slate,2002.0
writing degree zero,1953.0
my life as an explorer,1927.0
news from tartary,1936.0
annapurna,1980.0
peeling the onion,2006.0
order of things,1966.0
mutiny on the bounty,1790.0
adrift,1986.0
incidents in the life of a slave girl,1861.0
salvation on sand mountain,1996.0
lanterns on the levee,1941.0
castaways,1542.0
touching the void,1989.0
tracks,1980.0
adventures of captain bonneville,1837.0
cooper's creek,1963.0
fearful void,1974.0
no picnic on mount kenya,1948.0
friday night lights,2004.0
through the brazilian wilderness,1914.0
écrits,1966.0
england in particular,2006.0
minus 148,1969.0
theater and its double,1938.0
giving up the ghost,2003.0
travels,1354.0
"eat, pray, love",2006.0
jaguars ripped my flesh,1987.0
journal of a trapper,1914.0
full tilt,1965.0
i'll take my stand,1930.0
let's talk about love,2007.0
terra incognita,1996.0
fatal purity,2006.0
we die alone,1943.0
kabloona,1941.0
an evil cradling,1991.0
conquistadors of the useless,1961.0
carrying the fire,1974.0
my father and other working-class football heroes,2005.0
blue like jazz,2003.0
adventures in the wilderness,1869.0
burder of southern history,1993.0
message in the bottle,1975.0
ascent of money,2008.0
mountains of my life,1998.0
great heart,1988.0
maximum city,2004.0
comfort me with apples,2001.0
journal of the voyage to the pacific,1801.0
this republic of suffering,2008.0
random family,2003.0
valleys of the assassins,1934.0
berlin,2002.0
silent world,1953.0
alaska wilderness,1956.0
"letters and notes on the manners, customs, and conditions of the north american indians",1841.0
earl of louisiana,1970.0
origins of the new south,1951.0
i married adventure,1940.0
descent of pierre saint-martin,1954.0
killing yourself to live,2005.0
crystal horizon,1982.0
narrative of a journey across the rocky mountains to the columbia river,1839.0
predators' ball,1988.0
grizzly years,1990.0
america,2004.0
one man's mountains,1971.0
a critique of the theory of evolution,1916.0
true believer,1951.0
works of archimedes,-212.0
snobbery,2002.0
treatise on electricity and magnetism,1873.0
"boswell's london journal, 1762-1763",1763.0
judgement and reasoning in the child,1928.0
theophrastus,1992.0
nixonland,2008.0
wisdom of crowds,2004.0
phenomenology of mind,1807.0
anatomy of melancholy,1621.0
my early life,1930.0
raw and the cooked,1969.0
ariel,1965.0
my life in france,2006.0
this hallowed ground,1956.0
whoredom in kimmage,1993.0
how to be a domestic goddess,2000.0
writer on her work,1980.0
lost city of z,2009.0
war is a force that gives us meaning,2002.0
symposium,-370.0
great plains,1989.0
pulphead,2011.0
behaviorism,1930.0
revenge of gaia,2006.0
theory of games and economic behavior,1944.0
blue highways,1982.0
de profundis,1905.0
suspicions of mr whicher,2008.0
conditioned reflexes,1927.0
motivation and personality,1954.0
great tradition,1948.0
encyclicals of pope john xxiii,1965.0
sexual behavior in the human male,1948.0
race matters,1994.0
change we can believe in,2008.0
a walker in the city,1951.0
them,2005.0
one man's meat,1944.0
coming of age in the milky way,1988.0
aa big book,1939.0
under the eye of the clock,1987.0
tales from ovid,1997.0
personal memoirs of ulysses s. grant,1885.0
big sea,1940.0
solace of open spaces,1986.0
london orbital,2002.0
decline of the west,1918.0
other inquisitions,1952.0
art and culture,1961.0
looking at dance,1972.0
in search of our mothers' gardens,1983.0
farewell to manzanar,1973.0
faraway nearby,2013.0
empathy exams,2014.0
creatures that once were men,1905.0
happiness in marriage,1926.0
edward hoagland reader,1979.0
experiments on plant hybridization,1865.0
earth,2004.0
joy of sex,1972.0
allegorical expositions of the holy laws,50.0
coleridge,1989.0
thesaurus of english words and phrases,1852.0
anabasis,
devotions upon emergent occasions,1624.0
rhetoric of fiction,1961.0
names,1976.0
psychology of the unconscious,1916.0
how to cook a wolf,1942.0
masters and the slaves,1933.0
immense journey,1957.0
function of the orgasm,1973.0
history of the standard oil company,1904.0
life and letters of benjamin franklin,1790.0
march,2013.0
domestic manners of the americans,1832.0
tales from shakespeare,1807.0
diary of samuel pepys,1660.0
new science,1725.0
"memories, dreams, reflections",1963.0
in the shadow of man,1971.0
black elk speaks,1932.0
house,1985.0
uncertainty principle,1935.0
natural history,79.0
pleasure of the text,1975.0
how we live,2003.0
taking the world in for repairs,1986.0
travels with a donkey in the cévennes,1879.0
picture,1952.0
histories,
documents of modern art,1972.0
a life's work,2001.0
water is wide,1972.0
recollected essays,1981.0
reflections from captivity,1978.0
uses of literacy,1957.0
last days of hitler,1947.0
culture and anarchy,1869.0
psychological types,1921.0
a sense of where you are,1965.0
novum organum,1620.0
just mercy,2014.0
audacity of hope,2006.0
paris review interviews,2003.0
awopbopaloobop alopbamboom,1969.0
city of god,426.0
self-consciousness,1989.0
household education,1848.0
great railway bazaar,1975.0
diary of fanny burney,1778.0
a life of picasso,1991.0
fiction and the figures of life,1970.0
female eunuch,1970.0
being jordan,2004.0
natural history and antiquities of selborne,1813.0
blair years,2007.0
world within the word,1978.0
wonderful adventures of mrs. seacole in many lands,1857.0
beelzebub's tales to his grandson,1950.0
travels with charley,1962.0
guide for the perplexed,1190.0
patterns of culture,1934.0
study of organic inferiority and its physical compensation,1917.0
works of gottfried wilhelm leibniz,1716.0
mind and society,1916.0
fargo rock city,2001.0
hunger of memory,1982.0
enemies of promise,1938.0
london labour and the london poor,1851.0
ever since darwin,1977.0
for the union dead,1964.0
school and the child,1906.0
"invisible man, got the whole world watching",2016.0
course in positive philosophy,1842.0
coming into the country,1976.0
economic consequences of the peace,1919.0
first principles,1862.0
webster's dictionary,1828.0
"hydriotaphia, urn burial",1658.0
road to wigan pier,1937.0
a book of mediterranean food,1950.0
metaphors of memory,2000.0
new fiction,1974.0
a tour thro' the whole island of great britain,1727.0
a treatise concerning the principles of human knowledge,1710.0
enquiry concerning political justice,1793.0
a drinking life,1994.0
brief lives,1898.0
"men are from mars, women are from venus",1992.0
on aggression,1966.0
what it takes,1988.0
cod,1997.0
history of the world,1614.0
surrealist manifesto,1924.0
intelligent life in the universe,1966.0
masscult and midcult,1962.0
hasheesh eater,1857.0
for a new novel,1953.0
"our bodies, ourselves",1973.0
philosophy of modern music,1973.0
my kind of place,2004.0
superfiction,1975.0
outlines of pyrrhonism,175.0
confessions of an english opium-eater,1821.0
grief observed,1961.0
an inquiry into the causes and effects of the variolae vaccinae,1798.0
nude,1956.0
montessori method,1912.0
engineering of consent,1947.0
world without us,2007.0
infidel,2007.0
confessions of nat turner,1831.0
on the babylonian captivity of the church,1520.0
my life and hard times,1933.0
"influence of sea power upon history, 1660-1783",1890.0
changing my mind,2009.0
parliament of whores,1991.0
logic of scientific discovery,1934.0
mencken chrestomathy,1949.0
awakenings,1973.0
wordy shipmates,2008.0
reliable essays,2001.0
a homemade world,1951.0
weather makers,2005.0
little wilson and big god,1986.0
nothing to be frightened of,2008.0
collected essays,1958.0
lit,2009.0
how the other half lives,1890.0
crazy salad,1975.0
"catiline's war, jugurthine war, histories",-35.0
enthusiasms,1983.0
on the fabric of the human body,1543.0
crack-up,1945.0
power elite,1956.0
into the wild,1996.0
mr. wilson's cabinet of wonder,1995.0
